id,lon,lat,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elevation
YRK43,30.05,-23.22,20.865,12.58779167,59.64859283,314.5040995,29.676,8.57275,21.10325,24.15179167,16.54866667,24.15179167,16.54866667,766.8113928,154.3348838,10.82978559,82.7352557,411.7979372,36.30332671,411.7979372,36.30332671,794
YRK44,30.12,-23.03,18.32625,11.67129167,56.12816998,318.4005406,27.1825,6.3885,20.794,21.39966667,13.99179167,21.60054167,13.99179167,1126.840961,257.8262281,13.81505249,86.98817169,632.8393842,54.4111245,528.0952373,54.4111245,785
YRK45,29.93,-23.48,18.85185417,12.15108333,54.62081624,359.3902729,27.638,5.39175,22.24625,22.53725,13.92325,22.53725,13.92325,684.176169,144.368549,6.930119247,86.82555353,374.6813662,24.142892,374.6813662,24.142892,809
YRK46,30,-23.5,20.229625,12.62641667,58.73366593,325.2559261,29.02075,7.523,21.49775,23.653625,15.75883333,23.653625,15.75883333,819.0486938,165.7058863,9.902016449,83.52774172,444.0200962,35.24104158,444.0200962,35.24104158,804
YRK47,29.72,-23.85,18.80063542,12.78464583,57.25707429,351.7344889,27.74875,5.42025,22.3285,22.053125,15.54233333,22.53641667,13.97366667,514.2060572,109.0912164,0.345981411,88.4457934,269.3409983,9.844482467,264.1986701,10.9641656,803
YRK48,30.38,-23.07,21.95575,12.27791667,57.07141723,341.7625961,30.968,9.45475,21.51325,25.45708333,17.24066667,25.45708333,17.24066667,720.6784157,150.3335497,9.814088292,85.68534378,400.617654,34.20348949,400.617654,34.20348949,818
YRK49,30.35,-22.97,20.78853125,11.70052083,59.09130126,306.366875,29.0415,9.24075,19.80075,23.902,16.49133333,23.902,16.49133333,1005.409223,208.7471023,11.45735819,83.6283681,553.1960817,50.14957849,553.1960817,50.14957849,818
YRK50,30.35,-23.05,21.58282292,12.07535417,58.63387879,325.7740602,30.13325,9.53875,20.5945,24.88079167,17.05129167,24.88079167,17.05129167,864.7784316,176.5745591,11.45239273,84.27547278,479.1006658,43.31895737,479.1006658,43.31895737,801
YRK51,30.28,-24.57,19.77994792,14.1708125,61.13576798,335.2150535,29.14175,5.9625,23.17925,22.83379167,16.53995833,23.29458333,15.21479167,712.9105071,171.00346,1.931904594,91.12554874,379.88492,14.08898185,361.7225829,20.94564981,820
YRK52,29.67,-23.12,20.72328125,13.8653125,58.44732377,361.5052133,30.4085,6.68575,23.72275,24.18025,17.39183333,24.42533333,15.76520833,358.8638858,68.19261071,0.306121445,86.12660137,190.389173,7.251625396,182.2130022,9.695610073,793
YRK53,30.08,-23.85,18.64323958,12.4641875,60.27534305,290.566086,26.62875,5.95,20.67875,21.63770833,14.64479167,21.63770833,14.64479167,1125.035378,228.7063946,10.07540355,86.29743565,614.2913176,43.93986511,614.2913176,43.93986511,790
YRK54,30.33,-22.93,19.65723958,11.4101875,59.63694451,288.3300651,27.883,8.75025,19.13275,22.59341667,15.7235,22.62466667,15.7235,1050.563773,225.8029666,12.41931592,85.32111339,581.822722,50.02001392,492.5508067,50.02001392,789
YRK55,30.07,-23.38,19.95280208,12.29685417,58.49447213,313.5674805,28.58625,7.564,21.02225,23.13829167,15.64720833,23.13829167,15.64720833,787.3370071,154.5901836,10.86758152,82.52009363,423.5615961,36.66370613,423.5615961,36.66370613,803
YRK56,30.02,-22.96,17.78196875,11.6894375,55.36934409,331.7674927,26.687,5.57525,21.11175,20.95033333,13.28970833,21.14345833,13.28970833,848.9986431,179.1461277,8.704639399,84.95471813,457.4410085,35.0148348,401.7398631,35.0148348,804
YRK57,30,-24.05,17.82363542,12.60860417,55.9959327,358.3645444,26.51775,4.00075,22.517,21.36579167,12.94525,21.36579167,12.94525,1046.992127,197.7102577,11.85369439,83.43592173,561.7629442,40.93270966,561.7629442,40.93270966,794
YRK58,29.98,-23.8,14.03921875,11.63297917,62.28838706,242.5988364,21.56325,2.88725,18.676,16.39279167,10.60254167,16.39279167,10.60254167,1391.681807,284.4107738,18.10363397,81.59136181,752.2720475,63.04540563,752.2720475,63.04540563,809
YRK59,30.12,-23.78,20.431,13.27670833,59.45083157,322.9052666,29.28725,6.955,22.33225,23.46383333,16.02529167,23.74683333,16.02529167,947.1096635,187.2498766,10.38188626,85.84878095,508.8220971,36.13315571,503.6983761,36.13315571,794
YRK60,29.85,-23.23,19.68908333,12.76729167,57.85169997,339.7118367,28.50375,6.43475,22.069,23.21520833,14.99533333,23.21520833,14.99533333,565.1393733,118.5814855,5.338741441,86.82221898,308.8562095,19.41645226,308.8562095,19.41645226,818
YRK61,30.03,-25.69,14.45217708,14.01314583,62.01810484,328.3258472,23.82275,1.2275,22.59525,17.46145833,10.13695833,17.908,9.915666667,763.6962121,159.825044,6.610516284,84.71835577,406.5442885,29.23706475,395.3258075,29.31995777,815
YRK62,30.806692,-24.672864,17.58832292,13.07627083,59.32770361,334.8852844,26.80875,4.768,22.04075,21.10116667,13.05770833,21.10116667,13.05770833,873.6621109,165.6337765,9.884184354,80.60164807,454.5295387,33.71888558,454.5295387,33.71888558,792
YRK63,30.474167,-26.475289,15.176,13.26333333,59.50751883,347.6112034,24.4445,2.156,22.2885,18.327625,10.52595833,18.677,10.35008333,859.0562919,174.3115028,6.767836643,79.02637537,431.8176157,32.55534079,422.9198682,33.9987745,794
YRK64,29.98,-26.5,15.08991667,14.1655,58.56295347,371.7736371,24.93175,0.74325,24.1885,18.39833333,9.979041667,18.900625,9.979041667,705.8095742,161.2818521,1.489785741,89.35481679,386.3314464,14.92160923,349.1721733,14.92160923,835
YRK65,30.923333,-25.411119,20.48820833,12.96479167,57.56756657,337.4358447,29.82525,7.30425,22.521,23.60745833,15.93575,24.16825,15.93575,693.9095156,120.5972272,7.147004856,76.17429415,323.7228201,27.28798707,319.3490221,27.28798707,816
YRK66,30.344447,-25.709458,14.37777083,13.27379167,61.45416175,319.8361061,23.47525,1.87575,21.5995,17.37558333,9.929916667,17.65070833,9.929916667,903.6343999,171.7790979,8.352402632,80.61669873,458.4207741,29.96500597,451.6154863,29.96500597,798
YRK67,30.380558,-25.503342,14.67775,13.5625,63.08946493,306.9492213,23.64725,2.15,21.49725,17.860375,10.39641667,17.860375,10.39641667,912.3153967,172.6944263,8.416189572,79.81540939,458.6708386,31.44565821,458.6708386,31.44565821,803
YRK68,30.851111,-24.699475,16.17160417,12.71091667,62.06502279,291.4434687,24.77825,4.29825,20.48,19.25879167,12.13608333,19.25879167,12.13608333,974.218884,182.7245521,11.82667928,79.55745786,502.8075862,38.75715249,502.8075862,38.75715249,810
YRK69,30.645003,-25.745008,15.98504167,13.21254167,62.66248523,302.2790672,24.807,3.72175,21.08525,19.19295833,11.79895833,19.19295833,11.79895833,1057.251475,191.169284,12.21817227,80.52414928,533.3940649,39.59090968,533.3940649,39.59090968,832
YRK70,30.570008,-25.651139,15.57265625,13.28264583,63.43798755,295.0575073,24.35,3.412,20.938,18.34895833,11.51716667,18.71933333,11.51716667,1043.507589,189.9177671,11.50347618,80.16190679,523.2819745,38.61816655,521.6406505,38.61816655,834
YRK71,30.491667,-25.269453,14.47455208,13.26660417,63.80475732,293.6106771,23.0835,2.291,20.7925,17.52570833,10.35508333,17.52570833,10.35508333,1030.371832,187.750848,9.47372638,80.51528114,523.8118847,35.40322018,523.8118847,35.40322018,837
YRK72,30.958058,-24.993619,18.70759375,12.3881875,60.39114962,302.2213005,27.41725,6.904,20.51325,22.1005,14.556375,22.1005,14.556375,1072.755034,204.0082879,9.364695986,79.19727773,541.4774832,42.81639656,541.4774832,42.81639656,837
