id,lon,lat,,,,,,,,,,,,,,,,,,,,
YRK26987,30.73651889,-24.98797509,,,,,,,,,,,,,,,,,,,,
YRK26988,30.74321207,-24.98005187,,,,,,,,,,,,,,,,,,,,
YRK26989,30.74190402,-24.98341844,,,,,,,,,,,,,,,,,,,,
YRK26990,30.74453104,-24.98245559,,,,,,,,,,,,,,,,,,,,
YRK26991,30.74810754,-24.98309955,,,,,,,,,,,,,,,,,,,,
YRK26992,30.74781738,-24.98731084,,,,,,,,,,,,,,,,,,,,
YRK26993,30.74850531,-24.98989779,,,,,,,,,,,,,,,,,,,,
YRK26994,30.74558153,-24.98989563,,,,,,,,,,,,,,,,,,,,
YRK26995,30.74302237,-24.99009339,,,,,,,,,,,,,,,,,,,,
YRK26997,30.74141645,-24.98880406,,,,,,,,,,,,,,,,,,,,
YRK26998,30.74435302,-24.9871268,,,,,,,,,,,,,,,,,,,,
YRK26999,30.75229222,-24.98612511,,,,,,,,,,,,,,,,,,,,
YRK27000,30.75489942,-24.98562755,,,,,,,,,,,,,,,,,,,,
YRK27002,30.76315916,-24.9861245,,,,,,,,,,,,,,,,,,,,
YRK27003,30.75966954,-24.98896282,,,,,,,,,,,,,,,,,,,,
YRK27004,30.75836708,-24.99136162,,,,,,,,,,,,,,,,,,,,
YRK27005,30.75518329,-24.99135944,,,,,,,,,,,,,,,,,,,,
YRK27006,30.73023715,-24.99051579,,,,,,,,,,,,,,,,,,,,
YRK27007,30.73329997,-24.99187152,,,,,,,,,,,,,,,,,,,,
YRK27008,30.73428907,-24.99529666,,,,,,,,,,,,,,,,,,,,
YRK27009,30.73656228,-24.99179342,,,,,,,,,,,,,,,,,,,,
YRK27010,30.73760172,-24.99678792,,,,,,,,,,,,,,,,,,,,
YRK27011,30.73991494,-24.99588077,,,,,,,,,,,,,,,,,,,,
YRK27012,30.74179074,-24.99278237,,,,,,,,,,,,,,,,,,,,
YRK27013,30.7429278,-24.99919668,,,,,,,,,,,,,,,,,,,,
YRK27014,30.7432176,-24.99630981,,,,,,,,,,,,,,,,,,,,
YRK27015,30.74733695,-24.99182658,,,,,,,,,,,,,,,,,,,,
YRK27016,30.74779687,-24.99377447,,,,,,,,,,,,,,,,,,,,
YRK27017,30.74773585,-24.99687643,,,,,,,,,,,,,,,,,,,,
YRK27018,30.75396609,-24.99630488,,,,,,,,,,,,,,,,,,,,
YRK27019,30.72417401,-25.00487217,,,,,,,,,,,,,,,,,,,,
YRK27020,30.72635966,-25.00483764,,,,,,,,,,,,,,,,,,,,
YRK27021,30.7295715,-25.00230634,,,,,,,,,,,,,,,,,,,,
YRK27022,30.72722385,-25.00051373,,,,,,,,,,,,,,,,,,,,
YRK27023,30.73089225,-24.99921511,,,,,,,,,,,,,,,,,,,,
YRK27024,30.72971202,-24.99693442,,,,,,,,,,,,,,,,,,,,
YRK27025,30.73294791,-25.00228166,,,,,,,,,,,,,,,,,,,,
YRK27026,30.7334703,-25.0001229,,,,,,,,,,,,,,,,,,,,
YRK27027,30.73575603,-25.00033463,,,,,,,,,,,,,,,,,,,,
YRK27028,30.73512871,-25.00229211,,,,,,,,,,,,,,,,,,,,
YRK27029,30.73793862,-25.0015461,,,,,,,,,,,,,,,,,,,,
YRK27030,30.73538044,-25.00336435,,,,,,,,,,,,,,,,,,,,
YRK27031,30.7389149,-25.00327637,,,,,,,,,,,,,,,,,,,,
YRK27032,30.7430618,-25.00268224,,,,,,,,,,,,,,,,,,,,
YRK27033,30.74576501,-25.00109082,,,,,,,,,,,,,,,,,,,,
YRK27034,30.73099104,-25.00793919,,,,,,,,,,,,,,,,,,,,
YRK27035,30.73230909,-25.00647242,,,,,,,,,,,,,,,,,,,,
YRK27036,30.73193979,-25.00428802,,,,,,,,,,,,,,,,,,,,
YRK27037,30.73915196,-25.00520409,,,,,,,,,,,,,,,,,,,,
YRK27038,30.74105037,-25.0082899,,,,,,,,,,,,,,,,,,,,
YRK27039,30.73798979,-25.00916224,,,,,,,,,,,,,,,,,,,,
YRK27040,30.73661259,-25.01180224,,,,,,,,,,,,,,,,,,,,
YRK27041,30.74099618,-25.0142789,,,,,,,,,,,,,,,,,,,,
YRK27042,30.74450899,-25.01365072,,,,,,,,,,,,,,,,,,,,
YRK27043,30.74562207,-25.01602262,,,,,,,,,,,,,,,,,,,,
YRK27044,30.74659474,-25.01084371,,,,,,,,,,,,,,,,,,,,
YRK27045,30.74795848,-25.00737151,,,,,,,,,,,,,,,,,,,,
YRK27046,30.74825461,-25.00121124,,,,,,,,,,,,,,,,,,,,
YRK27047,30.7509015,-25.00152063,,,,,,,,,,,,,,,,,,,,
YRK27048,30.74966048,-25.00594519,,,,,,,,,,,,,,,,,,,,
YRK27049,30.75235986,-25.01018579,,,,,,,,,,,,,,,,,,,,
YRK27050,30.74888859,-25.01459374,,,,,,,,,,,,,,,,,,,,
YRK27051,30.75424197,-25.0066257,,,,,,,,,,,,,,,,,,,,
YRK27052,30.75384026,-25.00351829,,,,,,,,,,,,,,,,,,,,
YRK27053,30.75279962,-25.00236364,,,,,,,,,,,,,,,,,,,,
YRK27054,30.76300439,-25.00234074,,,,,,,,,,,,,,,,,,,,
YRK27055,30.7569751,-25.00228735,,,,,,,,,,,,,,,,,,,,
YRK27056,30.7596313,-25.00332359,,,,,,,,,,,,,,,,,,,,
YRK27057,30.75569052,-25.00393945,,,,,,,,,,,,,,,,,,,,
YRK27058,30.76375426,-25.00462492,,,,,,,,,,,,,,,,,,,,
YRK27059,30.76030467,-25.00923465,,,,,,,,,,,,,,,,,,,,
YRK27060,30.69783531,-24.98933597,,,,,,,,,,,,,,,,,,,,
YRK27061,30.69758972,-24.99203771,,,,,,,,,,,,,,,,,,,,
YRK27062,30.7029896,-24.9902521,,,,,,,,,,,,,,,,,,,,
YRK27063,30.69713593,-24.99622986,,,,,,,,,,,,,,,,,,,,
YRK27064,30.69941373,-24.98612256,,,,,,,,,,,,,,,,,,,,
YRK27065,30.70181236,-24.98488377,,,,,,,,,,,,,,,,,,,,
YRK27066,30.70712359,-24.98359871,,,,,,,,,,,,,,,,,,,,
YRK27068,30.71239163,-24.98639691,,,,,,,,,,,,,,,,,,,,
YRK27069,30.70535806,-24.98640778,,,,,,,,,,,,,,,,,,,,
YRK27070,30.70745527,-24.99067013,,,,,,,,,,,,,,,,,,,,
YRK27071,30.70799837,-24.99214697,,,,,,,,,,,,,,,,,,,,
YRK27072,30.7092182,-24.99298737,,,,,,,,,,,,,,,,,,,,
YRK27073,30.70729043,-24.99739356,,,,,,,,,,,,,,,,,,,,
YRK27074,30.70358054,-24.99370609,,,,,,,,,,,,,,,,,,,,
YRK27075,30.70026485,-25.00155046,,,,,,,,,,,,,,,,,,,,
YRK27076,30.69671322,-25.00356117,,,,,,,,,,,,,,,,,,,,
YRK27077,30.69778733,-25.00693087,,,,,,,,,,,,,,,,,,,,
YRK27078,30.70689329,-25.00234927,,,,,,,,,,,,,,,,,,,,
YRK27079,30.69525669,-25.0027102,,,,,,,,,,,,,,,,,,,,
YRK27080,30.69296317,-25.00369181,,,,,,,,,,,,,,,,,,,,
YRK27081,30.694735,-25.01159736,,,,,,,,,,,,,,,,,,,,
YRK27082,30.69703919,-25.01025291,,,,,,,,,,,,,,,,,,,,
YRK27083,30.69898747,-25.0100002,,,,,,,,,,,,,,,,,,,,
YRK27084,30.7018708,-25.00636704,,,,,,,,,,,,,,,,,,,,
YRK27085,30.69774455,-25.01306366,,,,,,,,,,,,,,,,,,,,
YRK27086,30.69875912,-25.01678335,,,,,,,,,,,,,,,,,,,,
YRK27087,30.71840895,-25.0138868,,,,,,,,,,,,,,,,,,,,
YRK27088,30.71321621,-25.01655582,,,,,,,,,,,,,,,,,,,,
YRK27089,30.71563999,-25.01359269,,,,,,,,,,,,,,,,,,,,
YRK27090,30.71459575,-25.00984264,,,,,,,,,,,,,,,,,,,,
YRK27091,30.70998075,-25.01933484,,,,,,,,,,,,,,,,,,,,
YRK27092,30.70923411,-25.0173235,,,,,,,,,,,,,,,,,,,,
YRK27093,30.7105935,-25.02205356,,,,,,,,,,,,,,,,,,,,
YRK27094,30.71502345,-25.02170307,,,,,,,,,,,,,,,,,,,,
YRK27095,30.71734892,-25.02167855,,,,,,,,,,,,,,,,,,,,
YRK27096,30.71645169,-25.0253392,,,,,,,,,,,,,,,,,,,,
YRK27097,30.7124602,-25.02442582,,,,,,,,,,,,,,,,,,,,
YRK27098,30.70982128,-25.0289623,,,,,,,,,,,,,,,,,,,,
YRK27099,30.70440163,-25.02297099,,,,,,,,,,,,,,,,,,,,
YRK27100,30.70041855,-25.02203419,,,,,,,,,,,,,,,,,,,,
YRK27101,30.70541048,-25.02674023,,,,,,,,,,,,,,,,,,,,
YRK27102,30.70234925,-25.02003139,,,,,,,,,,,,,,,,,,,,
YRK27103,30.69525649,-25.02469467,,,,,,,,,,,,,,,,,,,,
YRK27104,30.69408072,-25.02241862,,,,,,,,,,,,,,,,,,,,
YRK27105,30.70331206,-25.02543078,,,,,,,,,,,,,,,,,,,,
YRK27106,30.69758702,-25.02454923,,,,,,,,,,,,,,,,,,,,
YRK27107,30.700703,-25.0274263,,,,,,,,,,,,,,,,,,,,
YRK27108,30.70716329,-25.02850025,,,,,,,,,,,,,,,,,,,,
YRK27109,30.69972627,-25.03144394,,,,,,,,,,,,,,,,,,,,
YRK27110,30.69573359,-25.03295638,,,,,,,,,,,,,,,,,,,,
YRK27111,30.69473604,-25.03671538,,,,,,,,,,,,,,,,,,,,
YRK27112,30.69384221,-25.03715677,,,,,,,,,,,,,,,,,,,,
YRK27113,30.69458753,-25.03467334,,,,,,,,,,,,,,,,,,,,
YRK27114,30.69766223,-25.04070444,,,,,,,,,,,,,,,,,,,,
YRK27115,30.70045353,-25.03752844,,,,,,,,,,,,,,,,,,,,
YRK27116,30.70444001,-25.03318293,,,,,,,,,,,,,,,,,,,,
YRK27117,30.70335517,-25.0362741,,,,,,,,,,,,,,,,,,,,
YRK27118,30.70309418,-25.0396085,,,,,,,,,,,,,,,,,,,,
YRK27119,30.70055965,-25.04215138,,,,,,,,,,,,,,,,,,,,
YRK27120,30.70468239,-25.04488603,,,,,,,,,,,,,,,,,,,,
YRK27121,30.70551601,-25.04322258,,,,,,,,,,,,,,,,,,,,
YRK27122,30.7054915,-25.03858011,,,,,,,,,,,,,,,,,,,,
YRK27123,30.70727088,-25.03840715,,,,,,,,,,,,,,,,,,,,
YRK27124,30.71199066,-25.0360673,,,,,,,,,,,,,,,,,,,,
YRK27125,30.71192035,-25.04162833,,,,,,,,,,,,,,,,,,,,
YRK27126,30.72222065,-25.01270098,,,,,,,,,,,,,,,,,,,,
YRK27127,30.72341464,-25.01726338,,,,,,,,,,,,,,,,,,,,
YRK27128,30.72561186,-25.0187015,,,,,,,,,,,,,,,,,,,,
YRK27129,30.72415158,-25.01358039,,,,,,,,,,,,,,,,,,,,
YRK27130,30.72507412,-25.01029426,,,,,,,,,,,,,,,,,,,,
YRK27131,30.72769147,-25.01422097,,,,,,,,,,,,,,,,,,,,
YRK27132,30.7286162,-25.01964936,,,,,,,,,,,,,,,,,,,,
YRK27133,30.73056065,-25.01924712,,,,,,,,,,,,,,,,,,,,
YRK27134,30.72906268,-25.01758031,,,,,,,,,,,,,,,,,,,,
YRK27135,30.731376,-25.01463288,,,,,,,,,,,,,,,,,,,,
YRK27136,30.73180412,-25.01742977,,,,,,,,,,,,,,,,,,,,
YRK27137,30.73298981,-25.01361451,,,,,,,,,,,,,,,,,,,,
YRK27138,30.73360502,-25.01691462,,,,,,,,,,,,,,,,,,,,
YRK27140,30.73369572,-25.02225725,,,,,,,,,,,,,,,,,,,,
YRK27141,30.73333382,-25.02672056,,,,,,,,,,,,,,,,,,,,
YRK27142,30.73284371,-25.02988077,,,,,,,,,,,,,,,,,,,,
YRK27143,30.73786282,-25.03149227,,,,,,,,,,,,,,,,,,,,
YRK27145,30.74261914,-25.02768449,,,,,,,,,,,,,,,,,,,,
YRK27146,30.73882488,-25.02318865,,,,,,,,,,,,,,,,,,,,
YRK27147,30.73671033,-25.02443878,,,,,,,,,,,,,,,,,,,,
YRK27148,30.74161896,-25.02564685,,,,,,,,,,,,,,,,,,,,
YRK27149,30.73819413,-25.02203189,,,,,,,,,,,,,,,,,,,,
YRK27150,30.74273764,-25.02233597,,,,,,,,,,,,,,,,,,,,
YRK27151,30.74548155,-25.02546287,,,,,,,,,,,,,,,,,,,,
YRK27152,30.74238186,-25.01991369,,,,,,,,,,,,,,,,,,,,
YRK27153,30.7379317,-25.01989927,,,,,,,,,,,,,,,,,,,,
YRK27154,30.73790625,-25.01771851,,,,,,,,,,,,,,,,,,,,
YRK27155,30.73026306,-25.02786467,,,,,,,,,,,,,,,,,,,,
YRK27156,30.73144591,-25.03203328,,,,,,,,,,,,,,,,,,,,
YRK27157,30.73479668,-25.03253887,,,,,,,,,,,,,,,,,,,,
YRK27158,30.7653769,-24.9880813,,,,,,,,,,,,,,,,,,,,
YRK27159,30.76455567,-24.99058293,,,,,,,,,,,,,,,,,,,,
YRK27160,30.76633621,-24.99172389,,,,,,,,,,,,,,,,,,,,
YRK27161,30.7632592,-24.98935938,,,,,,,,,,,,,,,,,,,,
YRK27163,30.76565787,-24.99281186,,,,,,,,,,,,,,,,,,,,
YRK27164,30.76229698,-24.98996928,,,,,,,,,,,,,,,,,,,,
YRK27166,30.76292573,-24.99193438,,,,,,,,,,,,,,,,,,,,
YRK27167,30.76428116,-24.99341719,,,,,,,,,,,,,,,,,,,,
YRK27168,30.76449478,-24.99667049,,,,,,,,,,,,,,,,,,,,
YRK27169,30.75986586,-24.99301875,,,,,,,,,,,,,,,,,,,,
YRK27170,30.77026585,-24.9990332,,,,,,,,,,,,,,,,,,,,
YRK27171,30.76822471,-24.9982764,,,,,,,,,,,,,,,,,,,,
YRK27172,30.76513237,-24.99642695,,,,,,,,,,,,,,,,,,,,
YRK27173,30.76863189,-24.99974803,,,,,,,,,,,,,,,,,,,,
YRK27174,30.72161988,-25.02184818,,,,,,,,,,,,,,,,,,,,
YRK27175,30.72006117,-25.02704189,,,,,,,,,,,,,,,,,,,,
YRK27176,30.71788497,-25.0316994,,,,,,,,,,,,,,,,,,,,
YRK27177,30.71925511,-25.03381208,,,,,,,,,,,,,,,,,,,,
YRK27178,30.72201168,-25.03149535,,,,,,,,,,,,,,,,,,,,
YRK27179,30.72415982,-25.03258632,,,,,,,,,,,,,,,,,,,,
YRK27180,30.72437542,-25.0276833,,,,,,,,,,,,,,,,,,,,
YRK27181,30.72402646,-25.02200603,,,,,,,,,,,,,,,,,,,,
YRK27182,30.72614456,-25.02377509,,,,,,,,,,,,,,,,,,,,
YRK27183,30.72882044,-25.02480479,,,,,,,,,,,,,,,,,,,,
YRK27184,30.82159982,-25.02262742,,,,,,,,,,,,,,,,,,,,
YRK27185,30.82328999,-25.02716959,,,,,,,,,,,,,,,,,,,,
YRK27186,30.82554716,-25.01708059,,,,,,,,,,,,,,,,,,,,
YRK27187,30.82249431,-25.03351822,,,,,,,,,,,,,,,,,,,,
YRK27188,30.82391196,-25.03597646,,,,,,,,,,,,,,,,,,,,
YRK27189,30.82831483,-25.02662818,,,,,,,,,,,,,,,,,,,,
YRK27190,30.8260814,-25.02856703,,,,,,,,,,,,,,,,,,,,
YRK27191,30.8271996,-25.02997897,,,,,,,,,,,,,,,,,,,,
YRK27192,30.82864339,-25.02051577,,,,,,,,,,,,,,,,,,,,
YRK27193,30.82380384,-25.01839062,,,,,,,,,,,,,,,,,,,,
YRK27194,30.82416754,-25.02122265,,,,,,,,,,,,,,,,,,,,
YRK27195,30.82741991,-25.01827123,,,,,,,,,,,,,,,,,,,,
YRK27196,30.83224973,-25.02500355,,,,,,,,,,,,,,,,,,,,
YRK27197,30.8324138,-25.02067333,,,,,,,,,,,,,,,,,,,,
YRK27199,30.83913105,-25.02130374,,,,,,,,,,,,,,,,,,,,
YRK27200,30.83919203,-25.02738016,,,,,,,,,,,,,,,,,,,,
YRK27201,30.83580808,-25.02546653,,,,,,,,,,,,,,,,,,,,
YRK27202,30.84338072,-25.02479758,,,,,,,,,,,,,,,,,,,,
YRK27203,30.8420002,-25.02926246,,,,,,,,,,,,,,,,,,,,
YRK27204,30.83611239,-25.02748503,,,,,,,,,,,,,,,,,,,,
YRK27205,30.83663898,-25.0297555,,,,,,,,,,,,,,,,,,,,
YRK27206,30.83205794,-25.02780566,,,,,,,,,,,,,,,,,,,,
YRK27207,30.82986944,-25.03293555,,,,,,,,,,,,,,,,,,,,
YRK27208,30.82765642,-25.03146698,,,,,,,,,,,,,,,,,,,,
YRK27209,30.82702316,-25.03440887,,,,,,,,,,,,,,,,,,,,
YRK27210,30.82909379,-25.03453246,,,,,,,,,,,,,,,,,,,,
YRK27211,30.82759317,-25.03531144,,,,,,,,,,,,,,,,,,,,
YRK27212,30.83146356,-25.03271881,,,,,,,,,,,,,,,,,,,,
YRK27213,30.83192962,-25.03530567,,,,,,,,,,,,,,,,,,,,
YRK27214,30.83211976,-25.03320018,,,,,,,,,,,,,,,,,,,,
YRK27215,30.83191357,-25.03653894,,,,,,,,,,,,,,,,,,,,
YRK27216,30.83094022,-25.02990093,,,,,,,,,,,,,,,,,,,,
YRK27217,30.83678456,-25.03190649,,,,,,,,,,,,,,,,,,,,
YRK27218,30.84220025,-25.03238876,,,,,,,,,,,,,,,,,,,,
YRK27219,30.84135941,-25.03579379,,,,,,,,,,,,,,,,,,,,
YRK27220,30.83728113,-25.03492916,,,,,,,,,,,,,,,,,,,,
YRK27221,30.84488141,-25.03612551,,,,,,,,,,,,,,,,,,,,
YRK27222,30.84121943,-25.03949485,,,,,,,,,,,,,,,,,,,,
YRK27223,30.83900625,-25.03858381,,,,,,,,,,,,,,,,,,,,
YRK27224,30.83489291,-25.03571547,,,,,,,,,,,,,,,,,,,,
YRK27225,30.83126557,-25.03945424,,,,,,,,,,,,,,,,,,,,
YRK27226,30.83162272,-25.03759077,,,,,,,,,,,,,,,,,,,,
YRK27227,30.83334661,-25.03736083,,,,,,,,,,,,,,,,,,,,
YRK27228,30.83450062,-25.03806425,,,,,,,,,,,,,,,,,,,,
YRK27229,30.83542622,-25.04049859,,,,,,,,,,,,,,,,,,,,
YRK27230,30.82786502,-25.04192456,,,,,,,,,,,,,,,,,,,,
YRK27232,30.83012323,-25.04192017,,,,,,,,,,,,,,,,,,,,
YRK27233,30.82766461,-25.03888277,,,,,,,,,,,,,,,,,,,,
YRK27234,30.82429538,-25.04685201,,,,,,,,,,,,,,,,,,,,
YRK27235,30.82126982,-25.03249688,,,,,,,,,,,,,,,,,,,,
YRK27236,30.82186942,-25.04214057,,,,,,,,,,,,,,,,,,,,
YRK27237,30.8198128,-25.05317483,,,,,,,,,,,,,,,,,,,,
YRK27238,30.82038146,-25.04851856,,,,,,,,,,,,,,,,,,,,
YRK27239,30.82553513,-25.04222758,,,,,,,,,,,,,,,,,,,,
YRK27240,30.81952126,-25.05464156,,,,,,,,,,,,,,,,,,,,
YRK27241,30.8250825,-25.04082487,,,,,,,,,,,,,,,,,,,,
YRK27242,30.82370418,-25.05002794,,,,,,,,,,,,,,,,,,,,
YRK27243,30.82549717,-25.04873676,,,,,,,,,,,,,,,,,,,,
YRK27244,30.82588966,-25.04503725,,,,,,,,,,,,,,,,,,,,
YRK27246,30.82957556,-25.05789067,,,,,,,,,,,,,,,,,,,,
YRK27247,30.8272435,-25.057629,,,,,,,,,,,,,,,,,,,,
YRK27248,30.82669953,-25.05257694,,,,,,,,,,,,,,,,,,,,
YRK27249,30.82882911,-25.05096279,,,,,,,,,,,,,,,,,,,,
YRK27250,30.83041423,-25.04555606,,,,,,,,,,,,,,,,,,,,
YRK27251,30.8298468,-25.04852904,,,,,,,,,,,,,,,,,,,,
YRK27252,30.83540307,-25.04687383,,,,,,,,,,,,,,,,,,,,
YRK27253,30.83346084,-25.04649846,,,,,,,,,,,,,,,,,,,,
YRK27254,30.83731028,-25.04408246,,,,,,,,,,,,,,,,,,,,
YRK27255,30.8326043,-25.05503275,,,,,,,,,,,,,,,,,,,,
YRK27256,30.83455299,-25.05574507,,,,,,,,,,,,,,,,,,,,
YRK27257,30.83285027,-25.06048586,,,,,,,,,,,,,,,,,,,,
YRK27258,30.83854843,-25.05894873,,,,,,,,,,,,,,,,,,,,
YRK27260,30.83791576,-25.04675099,,,,,,,,,,,,,,,,,,,,
YRK27261,30.83665972,-25.05515256,,,,,,,,,,,,,,,,,,,,
YRK27262,30.83936765,-25.05490353,,,,,,,,,,,,,,,,,,,,
YRK27263,30.83798128,-25.05139382,,,,,,,,,,,,,,,,,,,,
YRK27264,30.83872109,-25.04306651,,,,,,,,,,,,,,,,,,,,
YRK27265,30.84821516,-25.05361625,,,,,,,,,,,,,,,,,,,,
YRK27266,30.84503631,-25.05701669,,,,,,,,,,,,,,,,,,,,
YRK27267,30.84123012,-25.06071143,,,,,,,,,,,,,,,,,,,,
YRK27271,30.82577855,-25.06143783,,,,,,,,,,,,,,,,,,,,
YRK27272,30.84532842,-25.05413992,,,,,,,,,,,,,,,,,,,,
YRK27273,30.8414126,-25.05607943,,,,,,,,,,,,,,,,,,,,
YRK27274,30.84688062,-25.02482746,,,,,,,,,,,,,,,,,,,,
YRK27275,30.85170567,-25.02486731,,,,,,,,,,,,,,,,,,,,
YRK27276,30.86149339,-25.02602581,,,,,,,,,,,,,,,,,,,,
YRK27277,30.85435705,-25.02697816,,,,,,,,,,,,,,,,,,,,
YRK27278,30.84696887,-25.02807804,,,,,,,,,,,,,,,,,,,,
YRK27279,30.84730363,-25.02976507,,,,,,,,,,,,,,,,,,,,
YRK27280,30.84850582,-25.03313118,,,,,,,,,,,,,,,,,,,,
YRK27281,30.85332903,-25.03099169,,,,,,,,,,,,,,,,,,,,
YRK27282,30.85552813,-25.02899414,,,,,,,,,,,,,,,,,,,,
YRK27283,30.85934193,-25.03014939,,,,,,,,,,,,,,,,,,,,
YRK27284,30.86344203,-25.02716241,,,,,,,,,,,,,,,,,,,,
YRK27285,30.86398264,-25.02875676,,,,,,,,,,,,,,,,,,,,
YRK27286,30.85084993,-25.02287452,,,,,,,,,,,,,,,,,,,,
YRK27288,30.8527188,-25.03225064,,,,,,,,,,,,,,,,,,,,
YRK27289,30.8457057,-25.03374482,,,,,,,,,,,,,,,,,,,,
YRK27290,30.84996323,-25.03345993,,,,,,,,,,,,,,,,,,,,
YRK27291,30.86197514,-25.0312001,,,,,,,,,,,,,,,,,,,,
YRK27292,30.860851,-25.03666415,,,,,,,,,,,,,,,,,,,,
YRK27293,30.85890828,-25.03675975,,,,,,,,,,,,,,,,,,,,
YRK27294,30.85931283,-25.03452081,,,,,,,,,,,,,,,,,,,,
YRK27295,30.85870202,-25.0324258,,,,,,,,,,,,,,,,,,,,
YRK27296,30.85686454,-25.03543961,,,,,,,,,,,,,,,,,,,,
YRK27297,30.85250709,-25.03712683,,,,,,,,,,,,,,,,,,,,
YRK27298,30.84588082,-25.03868759,,,,,,,,,,,,,,,,,,,,
YRK27299,30.85328751,-25.04007576,,,,,,,,,,,,,,,,,,,,
YRK27300,30.85528768,-25.04267576,,,,,,,,,,,,,,,,,,,,
YRK27301,30.85317143,-25.04380328,,,,,,,,,,,,,,,,,,,,
YRK27302,30.84089792,-25.04428244,,,,,,,,,,,,,,,,,,,,
YRK27303,30.848773,-25.04118194,,,,,,,,,,,,,,,,,,,,
YRK27304,30.85031167,-25.04474077,,,,,,,,,,,,,,,,,,,,
YRK27305,30.84623725,-25.04612525,,,,,,,,,,,,,,,,,,,,
YRK27306,30.84842279,-25.04857655,,,,,,,,,,,,,,,,,,,,
YRK27307,30.77333332,-25.07064792,,,,,,,,,,,,,,,,,,,,
YRK27312,30.77066708,-25.07414693,,,,,,,,,,,,,,,,,,,,
YRK27313,30.7667078,-25.07331408,,,,,,,,,,,,,,,,,,,,
YRK27314,30.7655516,-25.06924752,,,,,,,,,,,,,,,,,,,,
YRK27315,30.76213119,-25.07334459,,,,,,,,,,,,,,,,,,,,
YRK27316,30.75729674,-25.06923183,,,,,,,,,,,,,,,,,,,,
YRK27317,30.76023577,-25.07135128,,,,,,,,,,,,,,,,,,,,
YRK27318,30.75903184,-25.07329996,,,,,,,,,,,,,,,,,,,,
YRK27319,30.75580856,-25.07000269,,,,,,,,,,,,,,,,,,,,
YRK27320,30.75545416,-25.0736295,,,,,,,,,,,,,,,,,,,,
YRK27321,30.75400161,-25.07185694,,,,,,,,,,,,,,,,,,,,
YRK27324,30.73400316,-24.98843199,,,,,,,,,,,,,,,,,,,,
YRK27325,30.73822946,-24.98003679,,,,,,,,,,,,,,,,,,,,
YRK27326,30.73744996,-24.98211374,,,,,,,,,,,,,,,,,,,,
YRK27327,30.74775251,-24.98834194,,,,,,,,,,,,,,,,,,,,
YRK27328,30.74716356,-24.99025133,,,,,,,,,,,,,,,,,,,,
YRK27329,30.75411532,-24.98509088,,,,,,,,,,,,,,,,,,,,
YRK27330,30.73989249,-24.99210447,,,,,,,,,,,,,,,,,,,,
YRK27332,30.7439625,-24.9929957,,,,,,,,,,,,,,,,,,,,
YRK27333,30.75240932,-24.99887899,,,,,,,,,,,,,,,,,,,,
YRK27334,30.71600708,-25.0504474,,,,,,,,,,,,,,,,,,,,
YRK27335,30.72371403,-25.01602705,,,,,,,,,,,,,,,,,,,,
YRK27336,30.72591494,-25.02867643,,,,,,,,,,,,,,,,,,,,
YRK27337,30.75077269,-24.9477186,,,,,,,,,,,,,,,,,,,,
YRK27338,30.74866455,-24.94659254,,,,,,,,,,,,,,,,,,,,
YRK27339,30.76253487,-24.93960724,,,,,,,,,,,,,,,,,,,,
YRK27340,30.75293093,-24.93937227,,,,,,,,,,,,,,,,,,,,
YRK27341,30.74881436,-24.93641865,,,,,,,,,,,,,,,,,,,,
YRK27342,30.75544469,-24.92907352,,,,,,,,,,,,,,,,,,,,
YRK27343,30.7517707,-24.93497193,,,,,,,,,,,,,,,,,,,,
YRK27344,30.75460005,-24.93306303,,,,,,,,,,,,,,,,,,,,
YRK27345,30.74823713,-24.93311609,,,,,,,,,,,,,,,,,,,,
YRK27346,30.73380535,-24.94179121,,,,,,,,,,,,,,,,,,,,
YRK27347,30.74511522,-24.93894951,,,,,,,,,,,,,,,,,,,,
YRK27348,30.74148751,-24.94003052,,,,,,,,,,,,,,,,,,,,
YRK27349,30.72916844,-24.93322816,,,,,,,,,,,,,,,,,,,,
YRK27350,30.74724548,-24.93928991,,,,,,,,,,,,,,,,,,,,
YRK27351,30.74866301,-24.94183738,,,,,,,,,,,,,,,,,,,,
YRK27352,30.74665695,-24.92872615,,,,,,,,,,,,,,,,,,,,
YRK27353,30.74461823,-24.91814567,,,,,,,,,,,,,,,,,,,,
YRK27354,30.73759297,-24.92527577,,,,,,,,,,,,,,,,,,,,
YRK27356,30.73285651,-24.92634806,,,,,,,,,,,,,,,,,,,,
YRK27357,30.74284497,-24.92626972,,,,,,,,,,,,,,,,,,,,
YRK27358,30.73223628,-24.9156833,,,,,,,,,,,,,,,,,,,,
YRK27359,30.73257336,-24.91853805,,,,,,,,,,,,,,,,,,,,
YRK27360,30.74173264,-24.93153839,,,,,,,,,,,,,,,,,,,,
YRK27361,30.72553059,-25.00157471,,,,,,,,,,,,,,,,,,,,
YRK27362,30.71865142,-25.00322085,,,,,,,,,,,,,,,,,,,,
YRK27363,30.7330626,-25.00880294,,,,,,,,,,,,,,,,,,,,
YRK27364,30.7378611,-24.99959512,,,,,,,,,,,,,,,,,,,,
YRK27365,30.74061303,-25.01659283,,,,,,,,,,,,,,,,,,,,
YRK27366,30.74601053,-25.01804212,,,,,,,,,,,,,,,,,,,,
YRK27367,30.74590463,-25.01773509,,,,,,,,,,,,,,,,,,,,
